   1: UNIQUE_HIDEOUT                                                   : Hideout Construction Kit
8136: T6_2H_GLAIVE@2                                                   : Master's Glaive     8135
8137: T6_2H_GLAIVE@3                                                   : Master's Glaive     8136
8138: T6_2H_GLAIVE@4                                                   : Master's Glaive     8137
8139: T7_2H_GLAIVE                                                     : Grandmaster's Glaive8138
8140: T7_2H_GLAIVE@1                                                   : Grandmaster's Glaive8139
8141: T7_2H_GLAIVE@2                                                   : Grandmaster's Glaive8140
8142: T7_2H_GLAIVE@3                                                   : Grandmaster's Glaive8141
8143: T7_2H_GLAIVE@4                                                   : Grandmaster's Glaive8142
8144: T8_2H_GLAIVE                                                     : Elder's Glaive      8143
8145: T8_2H_GLAIVE@1                                                   : Elder's Glaive      8144
8146: T8_2H_GLAIVE@2                                                   : Elder's Glaive      8145
8147: T8_2H_GLAIVE@3                                                   : Elder's Glaive      8146
8148: T8_2H_GLAIVE@4                                                   : Elder's Glaive      8147
8149: T4_MAIN_SPEAR_KEEPER                                             : Adept's Heron Spear 8148
8150: T4_MAIN_SPEAR_KEEPER@1                                           : Adept's Heron Spear 8149
8151: T4_MAIN_SPEAR_KEEPER@2                                           : Adept's Heron Spear 8150
8152: T4_MAIN_SPEAR_KEEPER@3                                           : Adept's Heron Spear 8151
8153: T4_MAIN_SPEAR_KEEPER@4                                           : Adept's Heron Spear 8152
8154: T5_MAIN_SPEAR_KEEPER                                             : Expert's Heron Spear8153
8155: T5_MAIN_SPEAR_KEEPER@1                                           : Expert's Heron Spear8154
8156: T5_MAIN_SPEAR_KEEPER@2                                           : Expert's Heron Spear8155
8157: T5_MAIN_SPEAR_KEEPER@3                                           : Expert's Heron Spear8156
8158: T5_MAIN_SPEAR_KEEPER@4                                           : Expert's Heron Spear8157
8159: T6_MAIN_SPEAR_KEEPER                                             : Master's Heron Spear8158
8160: T6_MAIN_SPEAR_KEEPER@1                                           : Master's Heron Spear8159
8161: T6_MAIN_SPEAR_KEEPER@2                                           : Master's Heron Spear8160
8162: T6_MAIN_SPEAR_KEEPER@3                                           : Master's Heron Spear8161
8163: T6_MAIN_SPEAR_KEEPER@4                                           : Master's Heron Spear8162
8164: T7_MAIN_SPEAR_KEEPER                                             : Grandmaster's Heron 8163Spear
8165: T7_MAIN_SPEAR_KEEPER@1                                           : Grandmaster's Heron 8164Spear
8166: T7_MAIN_SPEAR_KEEPER@2                                           : Grandmaster's Heron 8165Spear
8167: T7_MAIN_SPEAR_KEEPER@3                                           : Grandmaster's Heron 8166Spear
8168: T7_MAIN_SPEAR_KEEPER@4                                           : Grandmaster's Heron 8167Spear
8169: T8_MAIN_SPEAR_KEEPER                                             : Elder's Heron Spear 8168
8170: T8_MAIN_SPEAR_KEEPER@1                                           : Elder's Heron Spear 8169
8171: T8_MAIN_SPEAR_KEEPER@2                                           : Elder's Heron Spear 8170
8172: T8_MAIN_SPEAR_KEEPER@3                                           : Elder's Heron Spear 8171
8173: T8_MAIN_SPEAR_KEEPER@4                                           : Elder's Heron Spear 8172
8174: T4_2H_HARPOON_HELL                                               : Adept's Spirithunter8173
8175: T4_2H_HARPOON_HELL@1                                             : Adept's Spirithunter8174
8176: T4_2H_HARPOON_HELL@2                                             : Adept's Spirithunter8175
8177: T4_2H_HARPOON_HELL@3                                             : Adept's Spirithunter8176
8178: T4_2H_HARPOON_HELL@4                                             : Adept's Spirithunter8177
8179: T5_2H_HARPOON_HELL                                               : Expert's Spirithunte8178r
8180: T5_2H_HARPOON_HELL@1                                             : Expert's Spirithunte8179r
8181: T5_2H_HARPOON_HELL@2                                             : Expert's Spirithunte8180r
8182: T5_2H_HARPOON_HELL@3                                             : Expert's Spirithunte8181r
8183: T5_2H_HARPOON_HELL@4                                             : Expert's Spirithunte8182r
8184: T6_2H_HARPOON_HELL                                               : Master's Spirithunte8183r
8185: T6_2H_HARPOON_HELL@1                                             : Master's Spirithunte8184r
8186: T6_2H_HARPOON_HELL@2                                             : Master's Spirithunte8185r
8187: T6_2H_HARPOON_HELL@3                                             : Master's Spirithunte8186r
8188: T6_2H_HARPOON_HELL@4                                             : Master's Spirithunte8187r
8189: T7_2H_HARPOON_HELL                                               : Grandmaster's Spirit8188hunter
8190: T7_2H_HARPOON_HELL@1                                             : Grandmaster's Spirit8189hunter
8191: T7_2H_HARPOON_HELL@2                                             : Grandmaster's Spirit8190hunter
8192: T7_2H_HARPOON_HELL@3                                             : Grandmaster's Spirit8191hunter
8193: T7_2H_HARPOON_HELL@4                                             : Grandmaster's Spirit8192hunter
8194: T8_2H_HARPOON_HELL                                               : Elder's Spirithunter8193
8195: T8_2H_HARPOON_HELL@1                                             : Elder's Spirithunter8194
8196: T8_2H_HARPOON_HELL@2                                             : Elder's Spirithunter8195
8197: T8_2H_HARPOON_HELL@3                                             : Elder's Spirithunter8196
8198: T8_2H_HARPOON_HELL@4                                             : Elder's Spirithunter8197
8199: T4_2H_TRIDENT_UNDEAD                                             : Adept's Trinity Spea8198r
8200: T4_2H_TRIDENT_UNDEAD@1                                           : Adept's Trinity Spea8199r
8201: T4_2H_TRIDENT_UNDEAD@2                                           : Adept's Trinity Spea8200r
8202: T4_2H_TRIDENT_UNDEAD@3                                           : Adept's Trinity Spea8201r
8203: T4_2H_TRIDENT_UNDEAD@4                                           : Adept's Trinity Spea8202r
8204: T5_2H_TRIDENT_UNDEAD                                             : Expert's Trinity Spe8203ar
8205: T5_2H_TRIDENT_UNDEAD@1                                           : Expert's Trinity Spe8204ar
8206: T5_2H_TRIDENT_UNDEAD@2                                           : Expert's Trinity Spe8205ar
8207: T5_2H_TRIDENT_UNDEAD@3                                           : Expert's Trinity Spe8206ar
8208: T5_2H_TRIDENT_UNDEAD@4                                           : Expert's Trinity Spe8207ar
8209: T6_2H_TRIDENT_UNDEAD                                             : Master's Trinity Spe8208ar
8210: T6_2H_TRIDENT_UNDEAD@1                                           : Master's Trinity Spe8209ar
8211: T6_2H_TRIDENT_UNDEAD@2                                           : Master's Trinity Spe8210ar
8212: T6_2H_TRIDENT_UNDEAD@3                                           : Master's Trinity Spe8211ar
8213: T6_2H_TRIDENT_UNDEAD@4                                           : Master's Trinity Spe8212ar
8214: T7_2H_TRIDENT_UNDEAD                                             : Grandmaster's Trinit8213y Spear
8215: T7_2H_TRIDENT_UNDEAD@1                                           : Grandmaster's Trinit8214y Spear
8216: T7_2H_TRIDENT_UNDEAD@2                                           : Grandmaster's Trinit8215y Spear
8217: T7_2H_TRIDENT_UNDEAD@3                                           : Grandmaster's Trinit8216y Spear
8218: T7_2H_TRIDENT_UNDEAD@4                                           : Grandmaster's Trinit8217y Spear
8219: T8_2H_TRIDENT_UNDEAD                                             : Elder's Trinity Spea8218r
8220: T8_2H_TRIDENT_UNDEAD@1                                           : Elder's Trinity Spea8219r
8221: T8_2H_TRIDENT_UNDEAD@2                                           : Elder's Trinity Spea8220r
8222: T8_2H_TRIDENT_UNDEAD@3                                           : Elder's Trinity Spea8221r
8223: T8_2H_TRIDENT_UNDEAD@4                                           : Elder's Trinity Spea8222r
8224: T4_MAIN_SPEAR_LANCE_AVALON                                       : Adept's Daybreaker  8223
8225: T4_MAIN_SPEAR_LANCE_AVALON@1                                     : Adept's Daybreaker  8224
8226: T4_MAIN_SPEAR_LANCE_AVALON@2                                     : Adept's Daybreaker  8225
8227: T4_MAIN_SPEAR_LANCE_AVALON@3                                     : Adept's Daybreaker  8226
8228: T4_MAIN_SPEAR_LANCE_AVALON@4                                     : Adept's Daybreaker  8227
8229: T5_MAIN_SPEAR_LANCE_AVALON                                       : Expert's Daybreaker 8228
8230: T5_MAIN_SPEAR_LANCE_AVALON@1                                     : Expert's Daybreaker 8229
8231: T5_MAIN_SPEAR_LANCE_AVALON@2                                     : Expert's Daybreaker 8230
